"","uniprot_name","uniprot_accessions","knownness","gene_name","protein_name","taxon_id","species","cluster_id","panther_group"
"5714","TM156_HUMAN","Q9H5N9","0","TMEM156","Transmembrane protein 156","9606","Homo sapiens","UKP12992","PTHR14788"
"5715","CH058_HUMAN","Q8NAV2","0","C8orf58","Uncharacterized protein C8orf58","9606","Homo sapiens","UKP12865","PTHR37336"
"5716","CH058_HUMAN","B4DI44","0","C8orf58","Uncharacterized protein C8orf58","9606","Homo sapiens","UKP12865","PTHR37336"
"5717","F216A_HUMAN","Q8WUB2","0","FAM216A","Protein FAM216A","9606","Homo sapiens","UKP08891","PTHR16476"
"5718","F216A_HUMAN","A6NH30","0","FAM216A","Protein FAM216A","9606","Homo sapiens","UKP08891","PTHR16476"
"5719","F216A_HUMAN","Q99776","0","FAM216A","Protein FAM216A","9606","Homo sapiens","UKP08891","PTHR16476"
"5720","CA021_HUMAN","Q9H246","0","C1orf21","Uncharacterized protein C1orf21 (Cell proliferation-inducing gene 13 protein)","9606","Homo sapiens","UKP09078","PTHR14974"
"5721","CA021_HUMAN","B2R551","0","C1orf21","Uncharacterized protein C1orf21 (Cell proliferation-inducing gene 13 protein)","9606","Homo sapiens","UKP09078","PTHR14974"
"5722","F204A_HUMAN","Q9H8W3","0","FAM204A","Protein FAM204A","9606","Homo sapiens","UKP03057","PTHR14386"
"5723","F204A_HUMAN","D3DRC6","0","FAM204A","Protein FAM204A","9606","Homo sapiens","UKP03057","PTHR14386"
"5724","F204A_HUMAN","Q5T373","0","FAM204A","Protein FAM204A","9606","Homo sapiens","UKP03057","PTHR14386"
"5725","F204A_HUMAN","Q9H5V5","0","FAM204A","Protein FAM204A","9606","Homo sapiens","UKP03057","PTHR14386"
"5726","ZSWM5_HUMAN","Q9P217","0","ZSWIM5","Zinc finger SWIM domain-containing protein 5","9606","Homo sapiens","UKP09336","PTHR22619"
"5727","ZSWM5_HUMAN","Q5SXQ9","0","ZSWIM5","Zinc finger SWIM domain-containing protein 5","9606","Homo sapiens","UKP09336","PTHR22619"
"5728","AN34B_HUMAN","A5PLL1","0","ANKRD34B","Ankyrin repeat domain-containing protein 34B","9606","Homo sapiens","UKP09246","PTHR24156"
"5729","AN34B_HUMAN","B2RPH1","0","ANKRD34B","Ankyrin repeat domain-containing protein 34B","9606","Homo sapiens","UKP09246","PTHR24156"
"5730","AN34B_HUMAN","Q68D79","0","ANKRD34B","Ankyrin repeat domain-containing protein 34B","9606","Homo sapiens","UKP09246","PTHR24156"
"5731","LRIQ4_HUMAN","A6NIV6","0","LRRIQ4","Leucine-rich repeat and IQ domain-containing protein 4 (Leucine-rich repeat-containing protein 64)","9606","Homo sapiens","UKP04765","PTHR48051"
"5732","SNG4_HUMAN","O95473","0","SYNGR4","Synaptogyrin-4","9606","Homo sapiens","UKP07833","PTHR10838"
"5733","SNG4_HUMAN","Q3KP58","0","SYNGR4","Synaptogyrin-4","9606","Homo sapiens","UKP07833","PTHR10838"
"5734","LR74A_HUMAN","Q0VAA2","0","LRRC74A","Leucine-rich repeat-containing protein 74A (Leucine-rich repeat-containing protein 74)","9606","Homo sapiens","UKP09110","PTHR24114"
"5735","LR74A_HUMAN","Q6ZUG6","0","LRRC74A","Leucine-rich repeat-containing protein 74A (Leucine-rich repeat-containing protein 74)","9606","Homo sapiens","UKP09110","PTHR24114"
"5736","LR74A_HUMAN","Q9Y627","0","LRRC74A","Leucine-rich repeat-containing protein 74A (Leucine-rich repeat-containing protein 74)","9606","Homo sapiens","UKP09110","PTHR24114"
"5737","BTBDG_HUMAN","Q32M84","0","BTBD16","BTB/POZ domain-containing protein 16","9606","Homo sapiens","UKP09549","PTHR46843"
"5738","BTBDG_HUMAN","A6NM63","0","BTBD16","BTB/POZ domain-containing protein 16","9606","Homo sapiens","UKP09549","PTHR46843"
"5739","BTBDG_HUMAN","Q4VXL1","0","BTBD16","BTB/POZ domain-containing protein 16","9606","Homo sapiens","UKP09549","PTHR46843"
"5740","BTBDG_HUMAN","Q96LN0","0","BTBD16","BTB/POZ domain-containing protein 16","9606","Homo sapiens","UKP09549","PTHR46843"
"5741","OGRL1_HUMAN","Q5TC84","0","OGFRL1","Opioid growth factor receptor-like protein 1","9606","Homo sapiens","UKP09366","PTHR14015"
"5742","OGRL1_HUMAN","Q2TAC1","0","OGFRL1","Opioid growth factor receptor-like protein 1","9606","Homo sapiens","UKP09366","PTHR14015"
"5743","OGRL1_HUMAN","Q8NEQ4","0","OGFRL1","Opioid growth factor receptor-like protein 1","9606","Homo sapiens","UKP09366","PTHR14015"
"5744","OGRL1_HUMAN","Q9H7B5","0","OGFRL1","Opioid growth factor receptor-like protein 1","9606","Homo sapiens","UKP09366","PTHR14015"
"5745","SAM13_HUMAN","Q5VXD3","0","SAMD13","Sterile alpha motif domain-containing protein 13 (SAM domain-containing protein 13)","9606","Homo sapiens","UKP06884","PTHR12247"
"5746","SAM13_HUMAN","B3KPW8","0","SAMD13","Sterile alpha motif domain-containing protein 13 (SAM domain-containing protein 13)","9606","Homo sapiens","UKP06884","PTHR12247"
"5747","SAM13_HUMAN","D3DT11","0","SAMD13","Sterile alpha motif domain-containing protein 13 (SAM domain-containing protein 13)","9606","Homo sapiens","UKP06884","PTHR12247"
"5748","SAM13_HUMAN","Q53AI4","0","SAMD13","Sterile alpha motif domain-containing protein 13 (SAM domain-containing protein 13)","9606","Homo sapiens","UKP06884","PTHR12247"
"5749","SAM13_HUMAN","Q5VXD2","0","SAMD13","Sterile alpha motif domain-containing protein 13 (SAM domain-containing protein 13)","9606","Homo sapiens","UKP06884","PTHR12247"
"5750","SAM13_HUMAN","Q5VXD4","0","SAMD13","Sterile alpha motif domain-containing protein 13 (SAM domain-containing protein 13)","9606","Homo sapiens","UKP06884","PTHR12247"
"5751","LRC66_HUMAN","Q68CR7","0","LRRC66","Leucine-rich repeat-containing protein 66","9606","Homo sapiens","UKP06756","PTHR24369"
"5752","ARMX5_HUMAN","Q6P1M9","0","ARMCX5","Armadillo repeat-containing X-linked protein 5","9606","Homo sapiens","UKP12294","PTHR47081"
"5753","ARMX5_HUMAN","B3KU88","0","ARMCX5","Armadillo repeat-containing X-linked protein 5","9606","Homo sapiens","UKP12294","PTHR47081"
"5754","ARMX5_HUMAN","D3DX99","0","ARMCX5","Armadillo repeat-containing X-linked protein 5","9606","Homo sapiens","UKP12294","PTHR47081"
"5755","ARMX5_HUMAN","Q68DB4","0","ARMCX5","Armadillo repeat-containing X-linked protein 5","9606","Homo sapiens","UKP12294","PTHR47081"
"5756","ARMX5_HUMAN","Q9BVZ3","0","ARMCX5","Armadillo repeat-containing X-linked protein 5","9606","Homo sapiens","UKP12294","PTHR47081"
"5757","ARMX5_HUMAN","Q9H969","0","ARMCX5","Armadillo repeat-containing X-linked protein 5","9606","Homo sapiens","UKP12294","PTHR47081"
"5758","WDR93_HUMAN","Q6P2C0","0","WDR93","WD repeat-containing protein 93","9606","Homo sapiens","UKP04996","PTHR12219"
"5759","WDR93_HUMAN","Q8N7Y8","0","WDR93","WD repeat-containing protein 93","9606","Homo sapiens","UKP04996","PTHR12219"
"5760","WDR93_HUMAN","Q9NP89","0","WDR93","WD repeat-containing protein 93","9606","Homo sapiens","UKP04996","PTHR12219"
"5761","SPIT4_HUMAN","Q6UDR6","0","SPINT4","Kunitz-type protease inhibitor 4","9606","Homo sapiens","UKP12890","PTHR47898"
"5762","SPIT4_HUMAN","Q9BQN3","0","SPINT4","Kunitz-type protease inhibitor 4","9606","Homo sapiens","UKP12890","PTHR47898"
"5763","LCN15_HUMAN","Q6UWW0","0","LCN15","Lipocalin-15","9606","Homo sapiens","UKP05499","PTHR11430"
"5764","DTHD1_HUMAN","Q6ZMT9","0","DTHD1","Death domain-containing protein 1","9606","Homo sapiens","UKP09206","PTHR28336"
"5765","DTHD1_HUMAN","B2RXK4","0","DTHD1","Death domain-containing protein 1","9606","Homo sapiens","UKP09206","PTHR28336"
"5766","DTHD1_HUMAN","B4E2N7","0","DTHD1","Death domain-containing protein 1","9606","Homo sapiens","UKP09206","PTHR28336"
"5767","RBM43_HUMAN","Q6ZSC3","0","RBM43","RNA-binding protein 43 (RNA-binding motif protein 43)","9606","Homo sapiens","UKP07824","PTHR15225"
"5768","RBM43_HUMAN","B2RMT5","0","RBM43","RNA-binding protein 43 (RNA-binding motif protein 43)","9606","Homo sapiens","UKP07824","PTHR15225"
"5769","KLD8A_HUMAN","Q8IYD2","0","KLHDC8A","Kelch domain-containing protein 8A (Substitute for delta-EGFR expression 1) (S-delta-E1)","9606","Homo sapiens","UKP08651","PTHR46260"
"5770","KLD8A_HUMAN","B3KU70","0","KLHDC8A","Kelch domain-containing protein 8A (Substitute for delta-EGFR expression 1) (S-delta-E1)","9606","Homo sapiens","UKP08651","PTHR46260"
"5771","KLD8A_HUMAN","Q9NVG5","0","KLHDC8A","Kelch domain-containing protein 8A (Substitute for delta-EGFR expression 1) (S-delta-E1)","9606","Homo sapiens","UKP08651","PTHR46260"
"5772","R3HD4_HUMAN","Q96D70","0","R3HDM4","R3H domain-containing protein 4","9606","Homo sapiens","UKP04907","PTHR32019"
"5773","CYRIA_HUMAN","Q9H0Q0","0","CYRIA","CYFIP-related Rac1 interactor A (Protein CYRIA)","9606","Homo sapiens","UKP08384","PTHR12422"
"5774","CYRIA_HUMAN","B3KNZ1","0","CYRIA","CYFIP-related Rac1 interactor A (Protein CYRIA)","9606","Homo sapiens","UKP08384","PTHR12422"
"5775","CYRIA_HUMAN","Q53QW2","0","CYRIA","CYFIP-related Rac1 interactor A (Protein CYRIA)","9606","Homo sapiens","UKP08384","PTHR12422"
"5776","F181B_HUMAN","A6NEQ2","0","FAM181B","Protein FAM181B","9606","Homo sapiens","UKP08894","PTHR33766"
"5777","F181B_HUMAN","B2RWP1","0","FAM181B","Protein FAM181B","9606","Homo sapiens","UKP08894","PTHR33766"
"5778","NPB15_HUMAN","A6NHN6","0","NPIPB15","Nuclear pore complex-interacting protein family member B15 (Nuclear pore complex-interacting protein-like 2)","9606","Homo sapiens","UKP14395","PTHR15438"
"5779","NPB15_HUMAN","C9J9U8","0","NPIPB15","Nuclear pore complex-interacting protein family member B15 (Nuclear pore complex-interacting protein-like 2)","9606","Homo sapiens","UKP14395","PTHR15438"
"5780","ERVV1_HUMAN","B6SEH8","0","ERVV-1","Endogenous retrovirus group V member 1 Env polyprotein (HERV-V_19q13.41 provirus ancestral Env polyprotein 1)","9606","Homo sapiens","UKP08990","PTHR10424"
"5781","BTBDJ_HUMAN","C9JJ37","0","BTBD19","BTB/POZ domain-containing protein 19","9606","Homo sapiens","UKP09730","PTHR46965"
"5782","BTBDJ_HUMAN","B4E384","0","BTBD19","BTB/POZ domain-containing protein 19","9606","Homo sapiens","UKP09730","PTHR46965"
"5783","BTBDJ_HUMAN","B7ZC36","0","BTBD19","BTB/POZ domain-containing protein 19","9606","Homo sapiens","UKP09730","PTHR46965"
"5784","BTBDJ_HUMAN","B7ZC37","0","BTBD19","BTB/POZ domain-containing protein 19","9606","Homo sapiens","UKP09730","PTHR46965"
"5785","SPEM2_HUMAN","Q0P670","0","SPEM2","Uncharacterized protein SPEM2","9606","Homo sapiens","UKP12579","PTHR34834"
"5786","CK071_HUMAN","Q6IPW1","0","C11orf71","Uncharacterized protein C11orf71","9606","Homo sapiens","UKP12679","PTHR16445"
"5787","CK071_HUMAN","Q6IAD3","0","C11orf71","Uncharacterized protein C11orf71","9606","Homo sapiens","UKP12679","PTHR16445"
"5788","CK071_HUMAN","Q9NXX1","0","C11orf71","Uncharacterized protein C11orf71","9606","Homo sapiens","UKP12679","PTHR16445"
"5789","CL056_HUMAN","Q8IXR9","0","C12orf56","Uncharacterized protein C12orf56","9606","Homo sapiens","UKP12973","PTHR35354"
"5790","CMIP5_HUMAN","Q96LR7","0","CIMIP5","Ciliary microtubule inner protein 5","9606","Homo sapiens","UKP09029","PTHR31909"
"5791","CMIP5_HUMAN","A8K9W3","0","CIMIP5","Ciliary microtubule inner protein 5","9606","Homo sapiens","UKP09029","PTHR31909"
"5792","CMIP5_HUMAN","D6W503","0","CIMIP5","Ciliary microtubule inner protein 5","9606","Homo sapiens","UKP09029","PTHR31909"
"5793","F153A_HUMAN","Q9UHL3","0","FAM153A","Protein FAM153A (Renal carcinoma antigen NY-REN-7)","9606","Homo sapiens","UKP15314","PTHR40712"
"5794","F153A_HUMAN","A8K0F3","0","FAM153A","Protein FAM153A (Renal carcinoma antigen NY-REN-7)","9606","Homo sapiens","UKP15314","PTHR40712"
"5795","F153A_HUMAN","O94852","0","FAM153A","Protein FAM153A (Renal carcinoma antigen NY-REN-7)","9606","Homo sapiens","UKP15314","PTHR40712"
"5796","LRC53_HUMAN","A6NM62","0","LRRC53","Leucine-rich repeat-containing protein 53","9606","Homo sapiens","UKP06756","PTHR24369"
"5797","UPK3L_HUMAN","B0FP48","0","UPK3BL1","Uroplakin-3b-like protein 1","9606","Homo sapiens","UKP07464","PTHR15446"
"5798","UPK3L_HUMAN","T2F9S8","0","UPK3BL1","Uroplakin-3b-like protein 1","9606","Homo sapiens","UKP07464","PTHR15446"
"5799","C2D4D_HUMAN","B7Z1M9","0","C2CD4D","C2 calcium-dependent domain-containing protein 4D","9606","Homo sapiens","UKP09519","PTHR46291"
"5800","C2D4D_HUMAN","B2RXG8","0","C2CD4D","C2 calcium-dependent domain-containing protein 4D","9606","Homo sapiens","UKP09519","PTHR46291"
"5801","CA105_HUMAN","O95561","0","C1orf105","Uncharacterized protein C1orf105","9606","Homo sapiens","UKP12907","PTHR39410"
"5802","CA105_HUMAN","Q8IY02","0","C1orf105","Uncharacterized protein C1orf105","9606","Homo sapiens","UKP12907","PTHR39410"
"5803","ISK8_HUMAN","P0C7L1","0","SPINK8","Serine protease inhibitor Kazal-type 8","9606","Homo sapiens","UKP09593","PTHR21312"
"5804","TM253_HUMAN","P0C7T8","0","TMEM253","Transmembrane protein 253","9606","Homo sapiens","UKP12614","PTHR37359"
"5805","SIM13_HUMAN","P0DJ93","0","SMIM13","Small integral membrane protein 13","9606","Homo sapiens","UKP09442","PTHR36877"
"5806","SIM13_HUMAN","G3V581","0","SMIM13","Small integral membrane protein 13","9606","Homo sapiens","UKP09442","PTHR36877"
"5807","LCNL1_HUMAN","Q6ZST4","0","LCNL1","Lipocalin-like 1 protein","9606","Homo sapiens","UKP05499","PTHR11430"
"5808","FMR1N_HUMAN","Q8N0W7","0","FMR1NB","FMR1 neighbor protein (Cancer/testis antigen 37) (CT37) (Sarcoma antigen NY-SAR-35)","9606","Homo sapiens","UKP12938","PTHR37360"
"5809","FMR1N_HUMAN","D3DWT3","0","FMR1NB","FMR1 neighbor protein (Cancer/testis antigen 37) (CT37) (Sarcoma antigen NY-SAR-35)","9606","Homo sapiens","UKP12938","PTHR37360"
"5810","CMIP6_HUMAN","Q8N5S3","0","CIMIP6","Ciliary microtubule inner protein 6","9606","Homo sapiens","UKP09434","PTHR35087"
"5811","CMIP6_HUMAN","A0AV79","0","CIMIP6","Ciliary microtubule inner protein 6","9606","Homo sapiens","UKP09434","PTHR35087"
"5812","CMIP6_HUMAN","A0AV81","0","CIMIP6","Ciliary microtubule inner protein 6","9606","Homo sapiens","UKP09434","PTHR35087"
"5813","CMIP6_HUMAN","Q8N7V4","0","CIMIP6","Ciliary microtubule inner protein 6","9606","Homo sapiens","UKP09434","PTHR35087"
"5814","CCD54_HUMAN","Q8NEL0","0","CCDC54","Coiled-coil domain-containing protein 54 (Testis development protein NYD-SP17)","9606","Homo sapiens","UKP12671","PTHR37880"
"5815","CCD54_HUMAN","Q96A43","0","CCDC54","Coiled-coil domain-containing protein 54 (Testis development protein NYD-SP17)","9606","Homo sapiens","UKP12671","PTHR37880"
"5816","HMGX3_HUMAN","Q12766","0","HMGXB3","HMG domain-containing protein 3 (HMG box-containing protein 3) (Protein SMF)","9606","Homo sapiens","UKP09737","PTHR17609"
"5817","HMGX3_HUMAN","G5E9Y4","0","HMGXB3","HMG domain-containing protein 3 (HMG box-containing protein 3) (Protein SMF)","9606","Homo sapiens","UKP09737","PTHR17609"
"5818","HMGX3_HUMAN","Q86UG3","0","HMGXB3","HMG domain-containing protein 3 (HMG box-containing protein 3) (Protein SMF)","9606","Homo sapiens","UKP09737","PTHR17609"
"5819","HMGX3_HUMAN","Q9UMF4","0","HMGXB3","HMG domain-containing protein 3 (HMG box-containing protein 3) (Protein SMF)","9606","Homo sapiens","UKP09737","PTHR17609"
"5820","BRD10_HUMAN","Q5HYC2","0","BRD10","Uncharacterized bromodomain-containing protein 10","9606","Homo sapiens","UKP09484","PTHR31095"
"5821","BRD10_HUMAN","A8MTP2","0","BRD10","Uncharacterized bromodomain-containing protein 10","9606","Homo sapiens","UKP09484","PTHR31095"
"5822","BRD10_HUMAN","B9EGW7","0","BRD10","Uncharacterized bromodomain-containing protein 10","9606","Homo sapiens","UKP09484","PTHR31095"
"5823","BRD10_HUMAN","Q4VXA2","0","BRD10","Uncharacterized bromodomain-containing protein 10","9606","Homo sapiens","UKP09484","PTHR31095"
"5824","BRD10_HUMAN","Q8IVE5","0","BRD10","Uncharacterized bromodomain-containing protein 10","9606","Homo sapiens","UKP09484","PTHR31095"
"5825","WDR53_HUMAN","Q7Z5U6","0","WDR53","WD repeat-containing protein 53","9606","Homo sapiens","UKP09925","PTHR44666"
"5826","WDR53_HUMAN","A0MNP1","0","WDR53","WD repeat-containing protein 53","9606","Homo sapiens","UKP09925","PTHR44666"
"5827","THNS1_HUMAN","Q8IYQ7","0","THNSL1","Threonine synthase-like 1 (TSH1)","9606","Homo sapiens","UKP08765","PTHR43515"
"5828","THNS1_HUMAN","B3KWL1","0","THNSL1","Threonine synthase-like 1 (TSH1)","9606","Homo sapiens","UKP08765","PTHR43515"
"5829","THNS1_HUMAN","D3DRV3","0","THNSL1","Threonine synthase-like 1 (TSH1)","9606","Homo sapiens","UKP08765","PTHR43515"
"5830","THNS1_HUMAN","Q5VV21","0","THNSL1","Threonine synthase-like 1 (TSH1)","9606","Homo sapiens","UKP08765","PTHR43515"
"5831","DJC22_HUMAN","Q8N4W6","0","DNAJC22","DnaJ homolog subfamily C member 22","9606","Homo sapiens","UKP09878","PTHR44733"
"5832","DJC22_HUMAN","B3KP54","0","DNAJC22","DnaJ homolog subfamily C member 22","9606","Homo sapiens","UKP09878","PTHR44733"
"5833","RWD2A_HUMAN","Q9UIY3","0","RWDD2A","RWD domain-containing protein 2A","9606","Homo sapiens","UKP05367","PTHR15955"
"5834","RWD2A_HUMAN","B4DIQ3","0","RWDD2A","RWD domain-containing protein 2A","9606","Homo sapiens","UKP05367","PTHR15955"
"5835","RWD2A_HUMAN","E1P548","0","RWDD2A","RWD domain-containing protein 2A","9606","Homo sapiens","UKP05367","PTHR15955"
"5836","RWD2A_HUMAN","Q2M3R3","0","RWDD2A","RWD domain-containing protein 2A","9606","Homo sapiens","UKP05367","PTHR15955"
"5837","RWD2A_HUMAN","Q96FH1","0","RWDD2A","RWD domain-containing protein 2A","9606","Homo sapiens","UKP05367","PTHR15955"
"5838","Z804B_HUMAN","A4D1E1","0","ZNF804B","Zinc finger protein 804B","9606","Homo sapiens","UKP07791","PTHR17614"
"5839","Z804B_HUMAN","B2RTV2","0","ZNF804B","Zinc finger protein 804B","9606","Homo sapiens","UKP07791","PTHR17614"
"5840","Z804B_HUMAN","Q7Z714","0","ZNF804B","Zinc finger protein 804B","9606","Homo sapiens","UKP07791","PTHR17614"
"5841","Z804B_HUMAN","Q96MN7","0","ZNF804B","Zinc finger protein 804B","9606","Homo sapiens","UKP07791","PTHR17614"
"5842","ASPDH_HUMAN","A6ND91","0","ASPDH","Aspartate dehydrogenase domain-containing protein","9606","Homo sapiens","UKP09679","PTHR31873"
"5843","ASPDH_HUMAN","Q6NZ37","0","ASPDH","Aspartate dehydrogenase domain-containing protein","9606","Homo sapiens","UKP09679","PTHR31873"
"5844","AKD1B_HUMAN","A6NHY2","0","ANKDD1B","Ankyrin repeat and death domain-containing protein 1B","9606","Homo sapiens","UKP14766","PTHR24125"
"5845","TSN19_HUMAN","P0C672","0","TSPAN19","Tetraspanin-19 (Tspan-19)","9606","Homo sapiens","UKP04561","PTHR19282"
"5846","LIMS3_HUMAN","P0CW19","0","LIMS3","LIM and senescent cell antigen-like-containing domain protein 3 (Particularly interesting new Cys-His protein 3) (PINCH-3)","9606","Homo sapiens","UKP07155","PTHR24210"
"5847","LIMS3_HUMAN","A0A0A6YYD2","0","LIMS3","LIM and senescent cell antigen-like-containing domain protein 3 (Particularly interesting new Cys-His protein 3) (PINCH-3)","9606","Homo sapiens","UKP07155","PTHR24210"
"5848","LIMS3_HUMAN","B4DPH6","0","LIMS3","LIM and senescent cell antigen-like-containing domain protein 3 (Particularly interesting new Cys-His protein 3) (PINCH-3)","9606","Homo sapiens","UKP07155","PTHR24210"
"5849","LIMS3_HUMAN","Q9HB10","0","LIMS3","LIM and senescent cell antigen-like-containing domain protein 3 (Particularly interesting new Cys-His protein 3) (PINCH-3)","9606","Homo sapiens","UKP07155","PTHR24210"
"5850","SPIT3_HUMAN","P49223","0","SPINT3","Kunitz-type protease inhibitor 3 (HKIB9)","9606","Homo sapiens","UKP08122","PTHR10083"
"5851","SPIT3_HUMAN","A6NCQ6","0","SPINT3","Kunitz-type protease inhibitor 3 (HKIB9)","9606","Homo sapiens","UKP08122","PTHR10083"
"5852","SPIT3_HUMAN","Q6UDR8","0","SPINT3","Kunitz-type protease inhibitor 3 (HKIB9)","9606","Homo sapiens","UKP08122","PTHR10083"
"5853","SPIT3_HUMAN","Q96KK2","0","SPINT3","Kunitz-type protease inhibitor 3 (HKIB9)","9606","Homo sapiens","UKP08122","PTHR10083"
"5854","MORN1_HUMAN","Q5T089","0","MORN1","MORN repeat-containing protein 1","9606","Homo sapiens","UKP05382","PTHR23084"
"5855","MORN1_HUMAN","A6NKZ6","0","MORN1","MORN repeat-containing protein 1","9606","Homo sapiens","UKP05382","PTHR23084"
"5856","MORN1_HUMAN","Q8WW30","0","MORN1","MORN repeat-containing protein 1","9606","Homo sapiens","UKP05382","PTHR23084"
"5857","MORN1_HUMAN","Q9H852","0","MORN1","MORN repeat-containing protein 1","9606","Homo sapiens","UKP05382","PTHR23084"
"5858","ZY11A_HUMAN","Q6WRX3","0","ZYG11A","Protein zyg-11 homolog A","9606","Homo sapiens","UKP05737","PTHR12904"
"5859","ZY11A_HUMAN","A6NCK5","0","ZYG11A","Protein zyg-11 homolog A","9606","Homo sapiens","UKP05737","PTHR12904"
"5860","S66A3_HUMAN","Q8N755","0","SLC66A3","Solute carrier family 66 member 3 (PQ-loop repeat-containing protein 3)","9606","Homo sapiens","UKP03209","PTHR12226"
"5861","S66A3_HUMAN","B2R8K1","0","SLC66A3","Solute carrier family 66 member 3 (PQ-loop repeat-containing protein 3)","9606","Homo sapiens","UKP03209","PTHR12226"
"5862","S66A3_HUMAN","B4DWA4","0","SLC66A3","Solute carrier family 66 member 3 (PQ-loop repeat-containing protein 3)","9606","Homo sapiens","UKP03209","PTHR12226"
"5863","UBAD1_HUMAN","Q8TB05","0","UBALD1","UBA-like domain-containing protein 1","9606","Homo sapiens","UKP08996","PTHR31993"
"5864","UBAD1_HUMAN","Q71MF6","0","UBALD1","UBA-like domain-containing protein 1","9606","Homo sapiens","UKP08996","PTHR31993"
"5865","GINM1_HUMAN","Q9NU53","0","GINM1","Glycoprotein integral membrane protein 1","9606","Homo sapiens","UKP09069","PTHR28549"
"5866","GINM1_HUMAN","B2RDY7","0","GINM1","Glycoprotein integral membrane protein 1","9606","Homo sapiens","UKP09069","PTHR28549"
"5867","GINM1_HUMAN","E1P5A2","0","GINM1","Glycoprotein integral membrane protein 1","9606","Homo sapiens","UKP09069","PTHR28549"
"5868","NWD2_HUMAN","Q9ULI1","0","NWD2","NACHT and WD repeat domain-containing protein 2 (Leucine-rich repeat and WD repeat-containing protein KIAA1239)","9606","Homo sapiens","UKP09612","PTHR19871"
"5869","NWD2_HUMAN","A8MRU1","0","NWD2","NACHT and WD repeat domain-containing protein 2 (Leucine-rich repeat and WD repeat-containing protein KIAA1239)","9606","Homo sapiens","UKP09612","PTHR19871"
"5870","LRRD1_HUMAN","A4D1F6","0","LRRD1","Leucine-rich repeat and death domain-containing protein 1","9606","Homo sapiens","UKP04765","PTHR48051"
"5871","LRRD1_HUMAN","B7ZMM9","0","LRRD1","Leucine-rich repeat and death domain-containing protein 1","9606","Homo sapiens","UKP04765","PTHR48051"
"5872","LRRD1_HUMAN","Q49AT9","0","LRRD1","Leucine-rich repeat and death domain-containing protein 1","9606","Homo sapiens","UKP04765","PTHR48051"
"5873","ANR62_HUMAN","A6NC57","0","ANKRD62","Ankyrin repeat domain-containing protein 62","9606","Homo sapiens","UKP09131","PTHR24147"
"5874","RN222_HUMAN","A6NCQ9","0","RNF222","RING finger protein 222","9606","Homo sapiens","UKP09962","PTHR47095"
"5875","CCD27_HUMAN","Q2M243","0","CCDC27","Coiled-coil domain-containing protein 27","9606","Homo sapiens","UKP09091","PTHR18853"
"5876","CCD27_HUMAN","Q5TBV3","0","CCDC27","Coiled-coil domain-containing protein 27","9606","Homo sapiens","UKP09091","PTHR18853"
"5877","CCD27_HUMAN","Q96M50","0","CCDC27","Coiled-coil domain-containing protein 27","9606","Homo sapiens","UKP09091","PTHR18853"
"5878","RTL5_HUMAN","Q5HYW3","0","RTL5","Retrotransposon Gag-like protein 5 (Retrotransposon gag domain-containing protein 4)","9606","Homo sapiens","UKP04741","PTHR15503"
"5879","RTL5_HUMAN","A7E2W7","0","RTL5","Retrotransposon Gag-like protein 5 (Retrotransposon gag domain-containing protein 4)","9606","Homo sapiens","UKP04741","PTHR15503"
"5880","RTL5_HUMAN","Q8NCM4","0","RTL5","Retrotransposon Gag-like protein 5 (Retrotransposon gag domain-containing protein 4)","9606","Homo sapiens","UKP04741","PTHR15503"
"5881","RTL5_HUMAN","Q9NPX1","0","RTL5","Retrotransposon Gag-like protein 5 (Retrotransposon gag domain-containing protein 4)","9606","Homo sapiens","UKP04741","PTHR15503"
"5882","PLAC9_HUMAN","Q5JTB6","0","PLAC9","Placenta-specific protein 9","9606","Homo sapiens","UKP12599","PTHR37355"
"5883","FA78A_HUMAN","Q5JUQ0","0","FAM78A","Protein FAM78A","9606","Homo sapiens","UKP09008","PTHR31655"
"5884","FA78A_HUMAN","Q86VQ9","0","FAM78A","Protein FAM78A","9606","Homo sapiens","UKP09008","PTHR31655"
"5885","FA78A_HUMAN","Q9H7P4","0","FAM78A","Protein FAM78A","9606","Homo sapiens","UKP09008","PTHR31655"
"5886","N42L1_HUMAN","Q5TBK1","0","N4BP2L1","NEDD4-binding protein 2-like 1","9606","Homo sapiens","UKP09558","PTHR13308"
"5887","N42L1_HUMAN","A4QN21","0","N4BP2L1","NEDD4-binding protein 2-like 1","9606","Homo sapiens","UKP09558","PTHR13308"
"5888","N42L1_HUMAN","Q5TBK0","0","N4BP2L1","NEDD4-binding protein 2-like 1","9606","Homo sapiens","UKP09558","PTHR13308"
"5889","F222A_HUMAN","Q5U5X8","0","FAM222A","Protein FAM222A","9606","Homo sapiens","UKP08932","PTHR16070"
"5890","F222A_HUMAN","Q8NCD5","0","FAM222A","Protein FAM222A","9606","Homo sapiens","UKP08932","PTHR16070"
"5891","F222A_HUMAN","Q96SP6","0","FAM222A","Protein FAM222A","9606","Homo sapiens","UKP08932","PTHR16070"
"5892","T200B_HUMAN","Q69YZ2","0","TMEM200B","Transmembrane protein 200B (Transmembrane protein TTMA) (Two transmembrane domain-containing family member B)","9606","Homo sapiens","UKP07652","PTHR31815"
